name,gender,date_of_birth,email,phone,department_name,job_title
Mr.Billal Hossen Babu,Male,1975-01-14,1814170726@yopmail.com,1814170726,HR & Admin (SCCL-DF),Gardener
Mr. Biplop Saha,Male,1975-01-14,1814170727@yopmail.com,1814170727,Production (SPPL-CTG),Officer
Mr. Chaila Marma,Male,1975-01-14,1814170728@yopmail.com,1814170728,HR & Admin (SCCL-CTG),Cook
Mr. Chand Mohon Rudra Pal,Male,1975-01-14,1814170729@yopmail.com,1814170729,Electrical & Instrument (SCCL-DF),Chief Engineer
Mr.Delower Hossen 1,Male,1975-01-14,1814170730@yopmail.com,1814170730,Mechanical (SCCL-DF),Assistant Technician
Mr. Devarshi Das,Male,1975-01-14,1814170731@yopmail.com,1814170731,Operation (SPL-DF),Engineer
Mr.Didarul Huq,Male,1975-01-14,1814170732@yopmail.com,1814170732,Sales & Marketing (Caustic),Assistant. Manager
Mr. Dipen Saha,Male,1975-01-14,1814170733@yopmail.com,1814170733,Production (SPPL-CTG),Junior Operator
Mr.Disher Barua,Male,1975-01-14,1814170734@yopmail.com,1814170734,Transport,Lorry Helper
Mr. Elias,Male,1975-01-14,1814170735@yopmail.com,1814170735,Blow Mould,Helper
Mr. Enamul Hoque,Male,1975-01-14,1814170736@yopmail.com,1814170736,HR & Admin (SPPL-CTG),Security Guard
Mr. Fakhrul Ameen,Male,1975-01-14,1814170737@yopmail.com,1814170737,Operation (SPPL-HO),Advisor
Mr. Forhad Mia,Male,1975-01-14,1814170738@yopmail.com,1814170738,Production (SPPL-CTG),Trainee Operater
Mr. Forkan Uddin,Male,1975-01-14,1814170739@yopmail.com,1814170739,Mechanical (SPPL-CTG),Sub Assistant Engineer
Mr.Gaffar,Male,1975-01-14,1814170740@yopmail.com,1814170740,Mechanical (SCCL-DF),Technician
Mr.Gopal Boisnab,Male,1975-01-14,1814170741@yopmail.com,1814170741,HR & Admin (SCCL-CTG),Mali 
Mr.Gourungo Haldar,Male,1975-01-14,1814170742@yopmail.com,1814170742,Production (SCCL-DF),"Operator,Electrolyzer & Dechlorination"
Mr. Habibur Rahman,Male,1975-01-14,1814170743@yopmail.com,1814170743,Production (SPPL-CTG),Operator
Mr.Habibur Rahman,Male,1975-01-14,1814170744@yopmail.com,1814170744,HR & Admin (SCCL-DF),Security Guard
Mr.Hamidul Islam,Male,1975-01-14,1814170745@yopmail.com,1814170745,Mechanical (SCCL-DF),Jr.Technician
Mr.Hasan Syed Reza,Male,1975-01-14,1814170746@yopmail.com,1814170746,Electrical & Instrument (SCCL-CTG),"Engineer, Electrical"
Mr.H.M.Shaheed Sarwar,Male,1975-01-14,1814170747@yopmail.com,1814170747,Transport,Officer
Mr.Humayun Kabir,Male,1975-01-14,1814170748@yopmail.com,1814170748,Accounts & Finance (SCCL-HO),"Asst. Officer, Accounts & Finance"
Mr. Imam Hossain,Male,1975-01-14,1814170749@yopmail.com,1814170749,Production (SPPL-CTG),Operator
Mr.Istiak Hossain,Male,1975-01-14,1814170750@yopmail.com,1814170750,Mechanical (SCCL-DF),Trainee SA Engineer
Mr.Jahangin Alam,Male,1975-01-14,1814170751@yopmail.com,1814170751,HR & Admin (SCCL-HO),Driver
Mr. Jahangir Alam,Male,1975-01-14,1814170752@yopmail.com,1814170752,HR & Admin (SPPL-CTG),Driver
Mr. Jahangir Alam,Male,1975-01-14,1814170753@yopmail.com,1814170753,Electrical (SPPL-CTG),Operator
Mr. Jahirul Alam Papel,Male,1975-01-14,1814170754@yopmail.com,1814170754,Quality Assurance (SPPL-CTG),"Chemist, QC"
Mr.Jalal Hossain,Male,1975-01-14,1814170755@yopmail.com,1814170755,HR & Admin (SPPL-CTG),Cook Helper
Mr. Jamil Hasan Emon,Male,1975-01-14,1814170756@yopmail.com,1814170756,Sales & Marketing (SPPL-HO),Sr.Executive
Mr.Jayanto Prashad Mitra,Male,1975-01-14,1814170757@yopmail.com,1814170757,Quality Assurance (SPPL-CTG),Lab Tester
Mr. Jewel Chandra Das,Male,1975-01-14,1814170758@yopmail.com,1814170758,Production (SPPL-CTG),Junior Operator
Mr. Jiku Saha,Male,1975-01-14,1814170759@yopmail.com,1814170759,Production (SPPL-CTG),Junior Operator
Mr. Jindar Ali Shaikh,Male,1975-01-14,1814170760@yopmail.com,1814170760,Instrument & Control (SPPL-CTG),Inst.Technician
Mr. Joni Molla,Male,1975-01-14,1814170761@yopmail.com,1814170761,Production (SCCL-DF),Operator
Mr. Joy Bhowmick,Male,1975-01-14,1814170762@yopmail.com,1814170762,Production (SPPL-CTG),Jr. Officer
Mr. Kamal Hossain,Male,1975-01-14,1814170763@yopmail.com,1814170763,HR & Admin (SPPL-CTG),Security Guard
Mr.Kamruzzaman,Male,1975-01-14,1814170764@yopmail.com,1814170764,HR & Admin (SCCL-DF),"Operator, HCL & Hypo,ETP"
Mr. Kawser,Male,1975-01-14,1814170765@yopmail.com,1814170765,HR & Admin (SCCL-DF),Security Guard
Mr.Kawser Hossen,Male,1975-01-14,1814170766@yopmail.com,1814170766,Mechanical (SCCL-DF),Assistant Technician
Mr.Kazi Md.Selim,Male,1975-01-14,1814170767@yopmail.com,1814170767,HR & Admin (SPPL-CTG),Security Guard
Mr. Kazi Muhammed Wazed,Male,1975-01-14,1814170768@yopmail.com,1814170768,Electrical (SPPL-CTG),Operator
Mr. Khademul Islam,Male,1975-01-14,1814170769@yopmail.com,1814170769,Production (SPPL-CTG),Jr. Officer
Mr. Khairul Islam,Male,1975-01-14,1814170770@yopmail.com,1814170770,Production (SPPL-CTG),Boiler Operator
Mr.Khalilur Rahman,Male,1975-01-14,1814170771@yopmail.com,1814170771,HR & Admin (SCCL-DF),Security Guard
Mr.Khorshed Alam,Male,1975-01-14,1814170772@yopmail.com,1814170772,Store (SSCL-CTG),Asst.Officer
Mr. Khurshed Alam,Male,1975-01-14,1814170773@yopmail.com,1814170773,Production (SPPL-CTG),Operator
Mr.Khurshed Alam,Male,1975-01-14,1814170774@yopmail.com,1814170774,Production (SCCL-DF),Sr.Officer
Mr. Khurshid Alam,Male,1975-01-14,1814170775@yopmail.com,1814170775,Production (SPPL-CTG),Helper
Mr.Liton Mia,Male,1975-01-14,1814170776@yopmail.com,1814170776,Mechanical (SCCL-DF),Jr.Technician
Mr. Maain Uddin,Male,1975-01-14,1814170777@yopmail.com,1814170777,Production (SPPL-CTG),Jetty Operator
Mr. Mahbubul Hasan Khan,Male,1975-01-14,1814170778@yopmail.com,1814170778,Inspection & Safety (SPPL-CTG),Manager
Mr.Mahedi Hasan 1,Male,1975-01-14,1814170779@yopmail.com,1814170779,Mechanical (SCCL-DF),Assistant Technician
Mr.Mahfuzur Rahman,Male,1975-01-14,1814170780@yopmail.com,1814170780,Operation (SCCL-HO),Advisor
Mr. Mahfzul Karim,Male,1975-01-14,1814170781@yopmail.com,1814170781,HR & Admin (SPPL-CTG),Security Guard
Mr.Maksud,Male,1975-01-14,1814170782@yopmail.com,1814170782,Sales & Marketing (SSCL-HO),Executive (S & M)
Mr. Mamunur Rashid,Male,1975-01-14,1814170783@yopmail.com,1814170783,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Manik Chakroborty,Male,1975-01-14,1814170784@yopmail.com,1814170784,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr.Mansur Alam,Male,1975-01-14,1814170785@yopmail.com,1814170785,Security,SY.Guard
Mr.Masud Rana,Male,1975-01-14,1814170786@yopmail.com,1814170786,Sales & Marketing (H2o2),Deputy Manager
Mr.Masud Rana,Male,1975-01-14,1814170787@yopmail.com,1814170787,Electrical & Instrument (SCCL-DF),Assistant Electrician
Mr. Masum Billah,Male,1975-01-14,1814170788@yopmail.com,1814170788,Production (SPPL-CTG),Engineer (Process)
Mr.Masum Billah,Male,1975-01-14,1814170789@yopmail.com,1814170789,Mechanical (SCCL-DF),Technician
Mr. Md. Abdul Jynal Wasim,Male,1975-01-14,1814170790@yopmail.com,1814170790,HR & Admin (SPPL-CTG),Cook
Mr. Md Abdullah Al Noman,Male,1975-01-14,1814170791@yopmail.com,1814170791,Electrical (SPPL-CTG),Asst. General Manager
Mr. Md. Abdul Latif,Male,1975-01-14,1814170792@yopmail.com,1814170792,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Abdul Mannan,Male,1975-01-14,1814170793@yopmail.com,1814170793,Mechanical (SPPL-CTG),Foreman
Mr. Md. Abdur Rahim,Male,1975-01-14,1814170794@yopmail.com,1814170794,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Md. Abidur Rahaman,Male,1975-01-14,1814170795@yopmail.com,1814170795,Production (SPPL-CTG),Shift-In-Charge
Mr. Md. Abu bakar Siddique,Male,1975-01-14,1814170796@yopmail.com,1814170796,Accounts & Finance (SPPL-CTG),"Officer,VAT"
Mr. Md. Abul Kalam,Male,1975-01-14,1814170797@yopmail.com,1814170797,Electrical (SPPL-CTG),Technician
Mr. Md. Abul Kasam,Male,1975-01-14,1814170798@yopmail.com,1814170798,Mechanical (SPPL-CTG),Mechanic
Mr. Md. Abul Kashem Miah,Male,1975-01-14,1814170799@yopmail.com,1814170799,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Abu Naser,Male,1975-01-14,1814170800@yopmail.com,1814170800,Production (SPPL-CTG),Sr.Operator
Mr. Md. Abu Taher,Male,1975-01-14,1814170801@yopmail.com,1814170801,Inspection & Safety (SPPL-CTG),Fire Attendent Driver
Mr. Md. Afsar Uddin,Male,1975-01-14,1814170802@yopmail.com,1814170802,Production (SPPL-CTG),Sr. Movement Operator
Mr.Md. Ahmed Kabir,Male,1975-01-14,1814170803@yopmail.com,1814170803,Store (SPPL-CTG),Sr.Officer
Mr. Md. Akbar Hossain,Male,1975-01-14,1814170804@yopmail.com,1814170804,Mechanical (SPPL-CTG),Asst Engineer
Mr. Md. Akteruzzaman,Male,1975-01-14,1814170805@yopmail.com,1814170805,Production (SPPL-CTG),Movement Operator
Mr. Md. Alamgir,Male,1975-01-14,1814170806@yopmail.com,1814170806,HR & Admin (SPPL-CTG),Peon
Mr. Md. Alauddin,Male,1975-01-14,1814170807@yopmail.com,1814170807,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Md. Ali Hossain,Male,1975-01-14,1814170808@yopmail.com,1814170808,Inspection & Safety (SPPL-CTG),Trainee Fire Fighter
Mr. Md. Aminul Islam,Male,1975-01-14,1814170809@yopmail.com,1814170809,HR & Admin (SPPL-CTG),Officer
Mr. Md. Anam Hossen,Male,1975-01-14,1814170810@yopmail.com,1814170810,HR & Admin (SPPL-CTG),Security Guard
Mr.Md.Arshadul Mustafa,Male,1975-01-14,1814170811@yopmail.com,1814170811,Production (SSCL-CTG),T/Chemist
Mr. Md. Asraful Islam,Male,1975-01-14,1814170812@yopmail.com,1814170812,HR & Admin (SPPL-CTG),Cook
Mr. Md. Belal Hossain,Male,1975-01-14,1814170813@yopmail.com,1814170813,Inspection & Safety (SPPL-CTG),Fire Fighter Shift Leader
Mr. Md. Belel Hossen,Male,1975-01-14,1814170814@yopmail.com,1814170814,HR & Admin (SPPL-CTG),Assistant Security Inspector
 Mr. Md. Daloar Hosan  ,Male,1975-01-14,1814170815@yopmail.com,1814170815,Electrical (SPPL-CTG),Technician
Mr. Md. Didarul Alam,Male,1975-01-14,1814170816@yopmail.com,1814170816,Electrical (SPPL-CTG),Sr.Technician
Mr. Md. Emrul Kayes Khan,Male,1975-01-14,1814170817@yopmail.com,1814170817,Production (SPPL-CTG),LPG Operator
Mr. Md. Eyasin,Male,1975-01-14,1814170818@yopmail.com,1814170818,Mechanical (SPPL-CTG),Meachanical Fitter
Mr. Md. Farhad Hossen,Male,1975-01-14,1814170819@yopmail.com,1814170819,Production (SPPL-CTG),Junior Operator
Mr. Md. Faruk-I-Azam,Male,1975-01-14,1814170820@yopmail.com,1814170820,Accounts & Finance (SPPL-CTG),Sr.Officer
Mr. Md. Harun,Male,1975-01-14,1814170821@yopmail.com,1814170821,HR & Admin (SPPL-CTG),Driver
Mr. Md. Hasan,Male,1975-01-14,1814170822@yopmail.com,1814170822,Inspection & Safety (SPPL-CTG),Fire Attendent Driver
Mr. Md. Helal,Male,1975-01-14,1814170823@yopmail.com,1814170823,Mechanical (SPPL-CTG),Carpenter
 Mr. Md. Ibrahim khalil,Male,1975-01-14,1814170824@yopmail.com,1814170824,Production (SPPL-CTG),Operator
Mr. Md.Imtiaz Uddin,Male,1975-01-14,1814170825@yopmail.com,1814170825,Production (SPPL-CTG),LPG Operator
Mr. Md. Ishaque Mia,Male,1975-01-14,1814170826@yopmail.com,1814170826,Store (SPPL-CTG),Officer
Mr. Md. Ismaiel,Male,1975-01-14,1814170827@yopmail.com,1814170827,HR & Admin (SPPL-CTG),Security Guard
Mr.Md. Jahangir Alam,Male,1975-01-14,1814170828@yopmail.com,1814170828,Production (SSCL-CTG),PO
Mr. Md. Jahid Hassan Emon,Male,1975-01-14,1814170829@yopmail.com,1814170829,Production (SPPL-CTG),"Helper, process"
Mr. Md. Jashim Uddin,Male,1975-01-14,1814170830@yopmail.com,1814170830,Mechanical (SPPL-CTG),Mechanic
Mr. Md. Jaynal Abdin,Male,1975-01-14,1814170831@yopmail.com,1814170831,Production (SPPL-CTG),Boiler Operator
Mr. Md. Kaiser Hamid,Male,1975-01-14,1814170832@yopmail.com,1814170832,Mechanical (SPPL-CTG),Sub Assistant Engineer
Mr. Md. Kalim Ullah,Male,1975-01-14,1814170833@yopmail.com,1814170833,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Kayem Hosin,Male,1975-01-14,1814170834@yopmail.com,1814170834,Production (SPPL-CTG),Operator
Mr. Md. Khokan,Male,1975-01-14,1814170835@yopmail.com,1814170835,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Khorshed Alam Chy.,Male,1975-01-14,1814170836@yopmail.com,1814170836,Electrical (SPPL-CTG),Asst Engineer
Mr. Md. Liton,Male,1975-01-14,1814170837@yopmail.com,1814170837,Mechanical (SPPL-CTG),Fitter
Mr. Md. Lokman Hakim,Male,1975-01-14,1814170838@yopmail.com,1814170838,Quality Assurance (SPPL-CTG),Lab Tester
Mr. Md. Mahmudul Hasan,Male,1975-01-14,1814170839@yopmail.com,1814170839,Production (SPPL-CTG),Engineer
Mr. Md. Main Uddin,Male,1975-01-14,1814170840@yopmail.com,1814170840,Instrument & Control (SPPL-CTG),Sr.Technician
Mr. Md. Manto Mia,Male,1975-01-14,1814170841@yopmail.com,1814170841,HR & Admin (SPPL-CTG),Peon
Mr. Md. Masud Alam Patwary,Male,1975-01-14,1814170842@yopmail.com,1814170842,Production (SPPL-CTG),Operator
Mr. Md. Minhajul Siddique,Male,1975-01-14,1814170843@yopmail.com,1814170843,Production (SSCL-CTG),IPE
Mr. Md. Miraz Hossain,Male,1975-01-14,1814170844@yopmail.com,1814170844,Production (SPPL-CTG),Operator
Mr. Md. Mizanur Rahaman,Male,1975-01-14,1814170845@yopmail.com,1814170845,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Md. Mizanur Rahman,Male,1975-01-14,1814170846@yopmail.com,1814170846,Production (SPPL-CTG),Sr.Operator
Mr. Md. Mizanur Rahman,Male,1975-01-14,1814170847@yopmail.com,1814170847,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Mohammad Ullah,Male,1975-01-14,1814170848@yopmail.com,1814170848,Production (SPPL-CTG),Movement Helper
Mr. Md. Mohin Uddin,Male,1975-01-14,1814170849@yopmail.com,1814170849,Production (SPPL-CTG),Jetty Operator
Mr. Md. Moinul Islam Khan,Male,1975-01-14,1814170850@yopmail.com,1814170850,Production (SPPL-CTG),Movement Operator
Mr. Md. Mosleh Uddin ,Male,1975-01-14,1814170851@yopmail.com,1814170851,HR & Admin (SPPL-CTG),Security In-Charge
Mr. Md. Mubarak Hossen,Male,1975-01-14,1814170852@yopmail.com,1814170852,Mechanical (SPPL-CTG),Crane Operator
Mr. Md. Muksul Miner,Male,1975-01-14,1814170853@yopmail.com,1814170853,Production (SPPL-CTG),Sub Assistant Engineer
Mr. Md Mushfiqur Rahman,Male,1975-01-14,1814170854@yopmail.com,1814170854,Instrument & Control (SPPL-CTG),Asst.Manager
Mr. Md. Muzahid Dalim,Male,1975-01-14,1814170855@yopmail.com,1814170855,Production (SPPL-CTG),Movement Helper
 Mr. Md. Nazrul Islam,Male,1975-01-14,1814170856@yopmail.com,1814170856,Production (SPPL-CTG),Trainee Operater
Mr. Md. Nurul Akhter,Male,1975-01-14,1814170857@yopmail.com,1814170857,Production (SPPL-CTG),Sr. Movement Operator
Mr. Md. Oashim Uddin,Male,1975-01-14,1814170858@yopmail.com,1814170858,HR & Admin (SPPL-CTG),Peon
Mr. Md. Osman Goni,Male,1975-01-14,1814170859@yopmail.com,1814170859,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Md. Rajaul Karim,Male,1975-01-14,1814170860@yopmail.com,1814170860,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Rakibul Islam,Male,1975-01-14,1814170861@yopmail.com,1814170861,Production (SPPL-CTG),Sr. Movement Operator
Mr. Md. Rasel Chowdhury,Male,1975-01-14,1814170862@yopmail.com,1814170862,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Robiul Islam,Male,1975-01-14,1814170863@yopmail.com,1814170863,Production (SPPL-CTG),Trainee Operater
 Mr. Md. Saidul Islam,Male,1975-01-14,1814170864@yopmail.com,1814170864,Electrical (SPPL-CTG),Foremen
Mr. Md. Saifuddin,Male,1975-01-14,1814170865@yopmail.com,1814170865,HR & Admin (SPPL-CTG),Boat Operator 
Mr. Md. Saiful Islam (Babu),Male,1975-01-14,1814170866@yopmail.com,1814170866,HR & Admin (SPPL-CTG),Assistant Security Inspector
Mr. Md. Salauddin,Male,1975-01-14,1814170867@yopmail.com,1814170867,HR & Admin (SPPL-CTG),Assistant Security Inspector
Mr. Md. Sarfuddin Chowdhury Sharif,Male,1975-01-14,1814170868@yopmail.com,1814170868,Quality Assurance (SPPL-CTG),Asst. General Manager
Mr. Md. Sariful Islam,Male,1975-01-14,1814170869@yopmail.com,1814170869,Production (SPPL-CTG),Trainee Operater
Mr. Md. Sazzad Hossain,Male,1975-01-14,1814170870@yopmail.com,1814170870,Mechanical (SPPL-CTG),Fitter
Mr. Md. Shafiqul Islam,Male,1975-01-14,1814170871@yopmail.com,1814170871,Production (SPPL-CTG),Shift-In-Charge
Mr. Md. Shahajhan Rashed,Male,1975-01-14,1814170872@yopmail.com,1814170872,Electrical (SPPL-CTG),Technician
Mr. Md. Shahed Uddin,Male,1975-01-14,1814170873@yopmail.com,1814170873,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Md. Shams Uddin Bhuiyan,Male,1975-01-14,1814170874@yopmail.com,1814170874,Production (SPPL-CTG),Boiler Operator
Mr. Md. Sohel,Male,1975-01-14,1814170875@yopmail.com,1814170875,HR & Admin (SPPL-CTG),Boat Helper
Mr. Md. Solaiman,Male,1975-01-14,1814170876@yopmail.com,1814170876,Production (SPPL-CTG),Operator
Mr. Md. Sujan Mia,Male,1975-01-14,1814170877@yopmail.com,1814170877,Production (SPPL-CTG),Trainee Operater
Mr. Md. Taraf Ali Rabin,Male,1975-01-14,1814170878@yopmail.com,1814170878,Instrument & Control (SPPL-CTG),Sr.Technician
Mr. Md. Tara Mia,Male,1975-01-14,1814170879@yopmail.com,1814170879,HR & Admin (SPPL-CTG),Security Guard
Mr. Md. Tareq Hossain,Male,1975-01-14,1814170880@yopmail.com,1814170880,Production (SPPL-CTG),Movement Operator
Mr. Md. Tawsif Hasan Khan,Male,1975-01-14,1814170881@yopmail.com,1814170881,Electrical (SPPL-CTG),Engineer
Mr. Md. Touhidul Islam,Male,1975-01-14,1814170882@yopmail.com,1814170882,Supply Chain Local (SPPL-CTG),Jr. Officer
Mr. Md. Yasin,Male,1975-01-14,1814170883@yopmail.com,1814170883,Production (SPPL-CTG),Engineer
Mr. Md. Yunus,Male,1975-01-14,1814170884@yopmail.com,1814170884,Electrical (SPPL-CTG),Technician
Mr. Mehidi Hasan,Male,1975-01-14,1814170885@yopmail.com,1814170885,Electrical & Instrument (SCCL-DF),Asst. Electric
Mr. Mijanur Rahaman,Male,1975-01-14,1814170886@yopmail.com,1814170886,Supply Chain Local (SPPL-CTG),Jr. Officer
Mr.Mir Hossen,Male,1975-01-14,1814170887@yopmail.com,1814170887,Mechanical (SCCL-DF),Assistant Technician
Mr. Mizanur Rahman,Male,1975-01-14,1814170888@yopmail.com,1814170888,HR & Admin (SPPL-CTG),Security Guard
Mr. Mohammad Abul Khair,Male,1975-01-14,1814170889@yopmail.com,1814170889,HR & Admin (SPPL-CTG),Driver
Mr. Mohammad Alamgir Khan,Male,1975-01-14,1814170890@yopmail.com,1814170890,HR & Admin (SPPL-CTG),Security Guard
Mr. Mohammad Ismail,Male,1975-01-14,1814170891@yopmail.com,1814170891,Inspection & Safety (SPPL-CTG),Trainee Fighter Shift Leader
Mr. Mohammad Minhaz Uddin,Male,1975-01-14,1814170892@yopmail.com,1814170892,Production (SPPL-CTG),Sr.Operator
Mr. Mohammad Rashedul Alam,Male,1975-01-14,1814170893@yopmail.com,1814170893,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Mohammad Sadequl Islam,Male,1975-01-14,1814170894@yopmail.com,1814170894,Production (SPPL-CTG),Asst. General Manager
Mr. Mohammad Salim,Male,1975-01-14,1814170895@yopmail.com,1814170895,Mechanical (SPPL-CTG),Lathe machine Operator
Mr. Mohammad Shafiqur Rahman,Male,1975-01-14,1814170896@yopmail.com,1814170896,HR & Admin (SPPL-CTG),Assistant Inspector
Mr. Mohammad Towhidul Alam Bhuiyan,Male,1975-01-14,1814170897@yopmail.com,1814170897,Instrument & Control (SPPL-CTG),Asst. General Manager
Mr. Mohammad Yousuf,Male,1975-01-14,1814170898@yopmail.com,1814170898,HR & Admin (SPPL-CTG),Security Guard
Mr. Mohammad Nurul Hoque,Male,1975-01-14,1814170899@yopmail.com,1814170899,HR & Admin (SPPL-CTG),Security Inspector
Mr. Mohammed Nasir Uddin,Male,1975-01-14,1814170900@yopmail.com,1814170900,Production (SPPL-CTG),Sr.Operator
 Mr. Mohammed Tipu,Male,1975-01-14,1814170901@yopmail.com,1814170901,Electrical (SPPL-CTG),Electrician
Mr. Mohammed Touhidul Alam,Male,1975-01-14,1814170902@yopmail.com,1814170902,Electrical (SPPL-CTG),Engineer
Mr. Mohammed  Belal,Male,1975-01-14,1814170903@yopmail.com,1814170903,Mechanical (SPPL-CTG),Meachanical Techanician
Mr. Mohin Uddin,Male,1975-01-14,1814170904@yopmail.com,1814170904,Production (SPPL-CTG),Movement Helper
Mr. Mokaddes Ali,Male,1975-01-14,1814170905@yopmail.com,1814170905,Instrument & Control (SPPL-CTG),Ins. Helper
Mr.Momin Miah,Male,1975-01-14,1814170906@yopmail.com,1814170906,HR & Admin (SCCL-DF),Security Sub Inspector
Mr.Mominul Islam,Male,1975-01-14,1814170907@yopmail.com,1814170907,Store (SCCL-DF),Store Helper
Mr.Mongseu Marma,Male,1975-01-14,1814170908@yopmail.com,1814170908,Mechanical (SCCL-CTG),Sr.Optr 
Mr.Monjelur Rahman,Male,1975-01-14,1814170909@yopmail.com,1814170909,HR & Admin (SCCL-DF),Jr. Officer
Mr.Morshed Alam,Male,1975-01-14,1814170910@yopmail.com,1814170910,Electrical & Instrument (SCCL-DF),Electrician
Mr.Morshed Meah,Male,1975-01-14,1814170911@yopmail.com,1814170911,Mechanical (SCCL-CTG),Mech 
Mr.Mosarouf Hosen,Male,1975-01-14,1814170912@yopmail.com,1814170912,Production (SCCL-DF),"Operator, Brine"
Mr. Moshiur Rahaman,Male,1975-01-14,1814170913@yopmail.com,1814170913,Accounts & Finance (SCCL-HO),Senior Manager
Mr. Muhammed Hasan Mahmud,Male,1975-01-14,1814170914@yopmail.com,1814170914,Mechanical (SPPL-CTG),Engineer
Mr. Nahid Hasan,Male,1975-01-14,1814170915@yopmail.com,1814170915,Accounts & Finance (SPPL-CTG),Officer
Mr. Najim Hossen,Male,1975-01-14,1814170916@yopmail.com,1814170916,Quality Assurance (SPPL-CTG),Lab Helper
Mr.Nasir Hossain,Male,1975-01-14,1814170917@yopmail.com,1814170917,HR & Admin (SCCL-DF),Peon
Mr.Nasir Uddin,Male,1975-01-14,1814170918@yopmail.com,1814170918,Security,Sr.Inspector
Mr.Nazim Uddin,Male,1975-01-14,1814170919@yopmail.com,1814170919,Production (SCCL-DF),"Operator, Boiler"
Mr. Neloy Saha,Male,1975-01-14,1814170920@yopmail.com,1814170920,Quality Assurance (SPPL-CTG),Lab Helper
Mr.Nobinur Rahman,Male,1975-01-14,1814170921@yopmail.com,1814170921,Operation (SPL-DF),Asst. Manager
Mr.Nur Kabir,Male,1975-01-14,1814170922@yopmail.com,1814170922,Production (SCCL-CTG),Operator
Mr.Nur-Mohammad,Male,1975-01-14,1814170923@yopmail.com,1814170923,Mechanical (SCCL-CTG),Lathe Operator
Mr.Nur Nabi,Male,1975-01-14,1814170924@yopmail.com,1814170924,Electrical & Instrument (SCCL-DF),Electrician
Mr.Nurul Amin,Male,1975-01-14,1814170925@yopmail.com,1814170925,HR & Admin (SCCL-DF),Driver
Mr.Nurul Huda,Male,1975-01-14,1814170926@yopmail.com,1814170926,Mechanical (SCCL-DF),Assistant Technician
Mr.Nurul Islam,Male,1975-01-14,1814170927@yopmail.com,1814170927,Electrical & Instrument (SCCL-DF),Inst.Technician
Mr.Nurul Kabir,Male,1975-01-14,1814170928@yopmail.com,1814170928,Transport,Driver
Mr. Nuru Safa,Male,1975-01-14,1814170929@yopmail.com,1814170929,HR & Admin (SPPL-CTG),Cleaner
Mr.Omar Faruque,Male,1975-01-14,1814170930@yopmail.com,1814170930,Mechanical (SCCL-DF),Jr.Technician
Mr.Osman Gani Bacchu,Male,1975-01-14,1814170931@yopmail.com,1814170931,Transport,Mechanics
Mr.Pappu,Male,1975-01-14,1814170932@yopmail.com,1814170932,Mechanical (SCCL-DF),Technician
Mr. Paritush Chandra Pondith,Male,1975-01-14,1814170933@yopmail.com,1814170933,Production (SPPL-CTG),Engineer
Mr. Pinku Loodh,Male,1975-01-14,1814170934@yopmail.com,1814170934,Production (SPPL-CTG),Movement Operator
Mr.Plash Datta,Male,1975-01-14,1814170935@yopmail.com,1814170935,Production (SSCL-CTG),"Chemist, QC"
Mr.Poritosh Mojumder,Male,1975-01-14,1814170936@yopmail.com,1814170936,Service (SPL-DF),Assistant. Manager
Mr. Pradip Kumar Sutra,Male,1975-01-14,1814170937@yopmail.com,1814170937,Mechanical (SCCL-DF),Operator
Mr. Pranab Kumar Saha,Male,1975-01-14,1814170938@yopmail.com,1814170938,Operation (SPPL-CTG),Chief Executive Officer
Mr. Prasenjit Kumar Devsharma,Male,1975-01-14,1814170939@yopmail.com,1814170939,Mechanical (SCCL-DF),Engineer
Mr.Rafee Ahmed,Male,1975-01-14,1814170940@yopmail.com,1814170940,Commercial (SCCL-HO),Officer
Mr.Rafiq Ahmad FCMA,Male,1975-01-14,1814170941@yopmail.com,1814170941,Accounts & Finance (SCCL-HO),Advisor
Mr. Rahul Barua,Male,1975-01-14,1814170942@yopmail.com,1814170942,Production (SPPL-CTG),Junior Operator
Mr. Rajesh Ghosh,Male,1975-01-14,1814170943@yopmail.com,1814170943,Production (SCCL-DF),Trainee Engineer
Mr. Rajib Chowdhury,Male,1975-01-14,1814170944@yopmail.com,1814170944,Mechanical (SPPL-CTG),Engineer
 Mr. Rajib Malakar,Male,1975-01-14,1814170945@yopmail.com,1814170945,Electrical (SPPL-CTG),Technician
Mr. Rana Barua,Male,1975-01-14,1814170946@yopmail.com,1814170946,Security,Inspector
